"city","city_ascii","state_id","state_name","county_name"
"New York","New York","NY","New York","Queens"
"Los Angeles","Los Angeles","CA","California","Los Angeles"
"Chicago","Chicago","IL","Illinois","Cook"
"Miami","Miami","FL","Florida","Miami-Dade"
"Dallas","Dallas","TX","Texas","Dallas"
"Houston","Houston","TX","Texas","Harris"
"Philadelphia","Philadelphia","PA","Pennsylvania","Philadelphia"
"Atlanta","Atlanta","GA","Georgia","Fulton"
"Washington","Washington","DC","District of Columbia","District of Columbia"
"Boston","Boston","MA","Massachusetts","Suffolk"
"Phoenix","Phoenix","AZ","Arizona","Maricopa"
"Detroit","Detroit","MI","Michigan","Wayne"
"Seattle","Seattle","WA","Washington","King"
"San Francisco","San Francisco","CA","California","San Francisco"
"San Diego","San Diego","CA","California","San Diego"
"Minneapolis","Minneapolis","MN","Minnesota","Hennepin"
"Brooklyn","Brooklyn","NY","New York","Kings"
"Tampa","Tampa","FL","Florida","Hillsborough"
"Denver","Denver","CO","Colorado","Denver"
"Queens","Queens","NY","New York","Queens"
"Baltimore","Baltimore","MD","Maryland","Baltimore"
"Las Vegas","Las Vegas","NV","Nevada","Clark"
"Saint Louis","St. Louis","MO","Missouri","saint louis"
"Portland","Portland","OR","Oregon","Multnomah"
"Riverside","Riverside","CA","California","Riverside"
"Orlando","Orlando","FL","Florida","Orange"
"Sacramento","Sacramento","CA","California","Sacramento"
"San Juan","San Juan","PR","Puerto Rico","San Juan"
"San Antonio","San Antonio","TX","Texas","Bexar"
"San Jose","San Jose","CA","California","Santa Clara"
"Pittsburgh","Pittsburgh","PA","Pennsylvania","Allegheny"
"Cincinnati","Cincinnati","OH","Ohio","Hamilton"
"Manhattan","Manhattan","NY","New York","New York"
"Cleveland","Cleveland","OH","Ohio","Cuyahoga"
"Indianapolis","Indianapolis","IN","Indiana","Marion"
"Austin","Austin","TX","Texas","Travis"
"Kansas City","Kansas City","MO","Missouri","Jackson"
"Columbus","Columbus","OH","Ohio","Franklin"
"Charlotte","Charlotte","NC","North Carolina","Mecklenburg"
"Virginia Beach","Virginia Beach","VA","Virginia","Virginia Beach"
"Bronx","Bronx","NY","New York","Bronx"
"Milwaukee","Milwaukee","WI","Wisconsin","Milwaukee"
"Providence","Providence","RI","Rhode Island","Providence"
"Jacksonville","Jacksonville","FL","Florida","Duval"
"Salt Lake City","Salt Lake City","UT","Utah","Salt Lake"
"Nashville","Nashville","TN","Tennessee","Davidson"
"Raleigh","Raleigh","NC","North Carolina","Wake"
"Memphis","Memphis","TN","Tennessee","Shelby"
"Louisville","Louisville","KY","Kentucky","Jefferson"
"Richmond","Richmond","VA","Virginia","Richmond"
"Buffalo","Buffalo","NY","New York","Erie"
"Oklahoma City","Oklahoma City","OK","Oklahoma","Oklahoma"
"Bridgeport","Bridgeport","CT","Connecticut","Fairfield"
"New Orleans","New Orleans","LA","Louisiana","Orleans"
"Fort Worth","Fort Worth","TX","Texas","Tarrant"
"Hartford","Hartford","CT","Connecticut","Hartford"
"Tucson","Tucson","AZ","Arizona","Pima"
"Honolulu","Honolulu","HI","Hawaii","Honolulu"
"McAllen","McAllen","TX","Texas","Hidalgo"
"Omaha","Omaha","NE","Nebraska","Douglas"
"El Paso","El Paso","TX","Texas","El Paso"
"Albuquerque","Albuquerque","NM","New Mexico","Bernalillo"
"Rochester","Rochester","NY","New York","Monroe"
"Sarasota","Sarasota","FL","Florida","Sarasota"
"Fresno","Fresno","CA","California","Fresno"
"Tulsa","Tulsa","OK","Oklahoma","Tulsa"
"Allentown","Allentown","PA","Pennsylvania","Lehigh"
"Dayton","Dayton","OH","Ohio","Montgomery"
"Birmingham","Birmingham","AL","Alabama","Jefferson"
"Charleston","Charleston","SC","South Carolina","Charleston"
"Cape Coral","Cape Coral","FL","Florida","Lee"
"Columbia","Columbia","SC","South Carolina","Richland"
"Concord","Concord","CA","California","Contra Costa"
"Colorado Springs","Colorado Springs","CO","Colorado","El Paso"
"Springfield","Springfield","MA","Massachusetts","Hampden"
"Knoxville","Knoxville","TN","Tennessee","Knox"
"Baton Rouge","Baton Rouge","LA","Louisiana","East Baton Rouge"
"Ogden","Ogden","UT","Utah","Weber"
"Grand Rapids","Grand Rapids","MI","Michigan","Kent"
"Albany","Albany","NY","New York","Albany"
"Bakersfield","Bakersfield","CA","California","Kern"
"Mission Viejo","Mission Viejo","CA","California","Orange"
"New Haven","New Haven","CT","Connecticut","New Haven"
"Worcester","Worcester","MA","Massachusetts","Worcester"
"Provo","Provo","UT","Utah","Utah"
"Akron","Akron","OH","Ohio","Summit"
"Palm Bay","Palm Bay","FL","Florida","Brevard"
"Des Moines","Des Moines","IA","Iowa","Polk"
"Murrieta","Murrieta","CA","California","Riverside"
"Mesa","Mesa","AZ","Arizona","Maricopa"
"Staten Island","Staten Island","NY","New York","Richmond"
"Wichita","Wichita","KS","Kansas","Sedgwick"
"Toledo","Toledo","OH","Ohio","Lucas"
"Harrisburg","Harrisburg","PA","Pennsylvania","Dauphin"
"Port St. Lucie","Port St. Lucie","FL","Florida","St. Lucie"
"Long Beach","Long Beach","CA","California","Los Angeles"
"Reno","Reno","NV","Nevada","Washoe"
"Madison","Madison","WI","Wisconsin","Dane"
"Little Rock","Little Rock","AR","Arkansas","Pulaski"
"Greenville","Greenville","SC","South Carolina","Greenville"
"Denton","Denton","TX","Texas","Denton"
"Spokane","Spokane","WA","Washington","Spokane"
"Oakland","Oakland","CA","California","Alameda"
"Lancaster","Lancaster","PA","Pennsylvania","Lancaster"
"Poughkeepsie","Poughkeepsie","NY","New York","Dutchess"
"Boise","Boise","ID","Idaho","Ada"
"Winston-Salem","Winston-Salem","NC","North Carolina","Forsyth"
"Syracuse","Syracuse","NY","New York","Onondaga"
"Augusta","Augusta","GA","Georgia","Richmond"
"Stockton","Stockton","CA","California","San Joaquin"
"Palm Coast","Palm Coast","FL","Florida","Flagler"
"Chattanooga","Chattanooga","TN","Tennessee","Hamilton"
"Kissimmee","Kissimmee","FL","Florida","Osceola"
"Durham","Durham","NC","North Carolina","Durham"
"Arlington","Arlington","TX","Texas","Tarrant"
"Victorville","Victorville","CA","California","San Bernardino"
"Aurora","Aurora","CO","Colorado","Arapahoe"
"Modesto","Modesto","CA","California","Stanislaus"
"Lancaster","Lancaster","CA","California","Los Angeles"
"Fayetteville","Fayetteville","AR","Arkansas","Washington"
"Scranton","Scranton","PA","Pennsylvania","Lackawanna"
"Oxnard","Oxnard","CA","California","Ventura"
"Youngstown","Youngstown","OH","Ohio","Mahoning"
"Indio","Indio","CA","California","Riverside"
"Pensacola","Pensacola","FL","Florida","Escambia"
"Anaheim","Anaheim","CA","California","Orange"
"Bonita Springs","Bonita Springs","FL","Florida","Lee"
"Greensboro","Greensboro","NC","North Carolina","Guilford"
"Huntsville","Huntsville","AL","Alabama","Madison"
"Corpus Christi","Corpus Christi","TX","Texas","Nueces"
"Fort Wayne","Fort Wayne","IN","Indiana","Allen"
"Fayetteville","Fayetteville","NC","North Carolina","Cumberland"
"Ann Arbor","Ann Arbor","MI","Michigan","Washtenaw"
"Jackson","Jackson","MS","Mississippi","Hinds"
"Antioch","Antioch","CA","California","Contra Costa"
"Mobile","Mobile","AL","Alabama","Mobile"
"Lexington","Lexington","KY","Kentucky","Fayette"
"Asheville","Asheville","NC","North Carolina","Buncombe"
"Trenton","Trenton","NJ","New Jersey","Mercer"
"Santa Rosa","Santa Rosa","CA","California","Sonoma"
"Santa Ana","Santa Ana","CA","California","Orange"
"Lansing","Lansing","MI","Michigan","Ingham"
"Henderson","Henderson","NV","Nevada","Clark"
"St. Paul","St. Paul","MN","Minnesota","Ramsey"
"Lakeland","Lakeland","FL","Florida","Polk"
"Newark","Newark","NJ","New Jersey","Essex"
"Fort Collins","Fort Collins","CO","Colorado","Larimer"
"Reading","Reading","PA","Pennsylvania","Berks"
"Springfield","Springfield","MO","Missouri","Greene"
"Irvine","Irvine","CA","California","Orange"
"Anchorage","Anchorage","AK","Alaska","Anchorage"
"The Woodlands","The Woodlands","TX","Texas","Montgomery"
"South Bend","South Bend","IN","Indiana","St. Joseph"
"Rockford","Rockford","IL","Illinois","Winnebago"
"Savannah","Savannah","GA","Georgia","Chatham"
"Lincoln","Lincoln","NE","Nebraska","Lancaster"
"Jersey City","Jersey City","NJ","New Jersey","Hudson"
"Round Lake Beach","Round Lake Beach","IL","Illinois","Lake"
"Flint","Flint","MI","Michigan","Genesee"
"Shreveport","Shreveport","LA","Louisiana","Caddo"
"Plano","Plano","TX","Texas","Collin"
"Myrtle Beach","Myrtle Beach","SC","South Carolina","Horry"
"Davenport","Davenport","IA","Iowa","Scott"
"Canton","Canton","OH","Ohio","Stark"
"Santa Clarita","Santa Clarita","CA","California","Los Angeles"
"Chula Vista","Chula Vista","CA","California","San Diego"
"Eugene","Eugene","OR","Oregon","Lane"
"Chandler","Chandler","AZ","Arizona","Maricopa"
"Salem","Salem","OR","Oregon","Marion"
"Concord","Concord","NC","North Carolina","Cabarrus"
"Gilbert","Gilbert","AZ","Arizona","Maricopa"
"Columbus","Columbus","GA","Georgia","Muscogee"
"Aguadilla","Aguadilla","PR","Puerto Rico","Aguadilla"
"Lubbock","Lubbock","TX","Texas","Lubbock"
"North Las Vegas","North Las Vegas","NV","Nevada","Clark"
"St. Petersburg","St. Petersburg","FL","Florida","Pinellas"
"Tallahassee","Tallahassee","FL","Florida","Leon"
"Laredo","Laredo","TX","Texas","Webb"
"Peoria","Peoria","IL","Illinois","Peoria"
"Avondale","Avondale","AZ","Arizona","Maricopa"
"Lafayette","Lafayette","LA","Louisiana","Lafayette"
"Irving","Irving","TX","Texas","Dallas"
"Montgomery","Montgomery","AL","Alabama","Montgomery"
"Visalia","Visalia","CA","California","Tulare"
"McKinney","McKinney","TX","Texas","Collin"
"Wilmington","Wilmington","NC","North Carolina","New Hanover"
"Chesapeake","Chesapeake","VA","Virginia","Chesapeake"
"Glendale","Glendale","AZ","Arizona","Maricopa"
"Garland","Garland","TX","Texas","Dallas"
"Kennewick","Kennewick","WA","Washington","Benton"
"Winter Haven","Winter Haven","FL","Florida","Polk"
"Scottsdale","Scottsdale","AZ","Arizona","Maricopa"
"Norfolk","Norfolk","VA","Virginia","Norfolk"
"Killeen","Killeen","TX","Texas","Bell"
"York","York","PA","Pennsylvania","York"
"Atlantic City","Atlantic City","NJ","New Jersey","Atlantic"
"Nashua","Nashua","NH","New Hampshire","Hillsborough"
"Arlington","Arlington","VA","Virginia","Arlington"
"Brownsville","Brownsville","TX","Texas","Cameron"
"Fremont","Fremont","CA","California","Alameda"
"Gulfport","Gulfport","MS","Mississippi","Harrison"
"Evansville","Evansville","IN","Indiana","Vanderburgh"
"Hialeah","Hialeah","FL","Florida","Miami-Dade"
"Navarre","Navarre","FL","Florida","Santa Rosa"
"Bel Air South","Bel Air South","MD","Maryland","Harford"
"North Port","North Port","FL","Florida","Sarasota"
"San Bernardino","San Bernardino","CA","California","San Bernardino"
"Portland","Portland","ME","Maine","Cumberland"
"Enterprise","Enterprise","NV","Nevada","Clark"
"Bremerton","Bremerton","WA","Washington","Kitsap"
"Green Bay","Green Bay","WI","Wisconsin","Brown"
"Appleton","Appleton","WI","Wisconsin","Outagamie"
"Spring Valley","Spring Valley","NV","Nevada","Clark"
"Tacoma","Tacoma","WA","Washington","Pierce"
"Spartanburg","Spartanburg","SC","South Carolina","Spartanburg"
"Roanoke","Roanoke","VA","Virginia","Roanoke"
"Gainesville","Gainesville","FL","Florida","Alachua"
"Deltona","Deltona","FL","Florida","Volusia"
"Kalamazoo","Kalamazoo","MI","Michigan","Kalamazoo"
"Thousand Oaks","Thousand Oaks","CA","California","Ventura"
"Hickory","Hickory","NC","North Carolina","Catawba"
"Yonkers","Yonkers","NY","New York","Westchester"
"Moreno Valley","Moreno Valley","CA","California","Riverside"
"Fontana","Fontana","CA","California","San Bernardino"
"College Station","College Station","TX","Texas","Brazos"
"Fargo","Fargo","ND","North Dakota","Cass"
"Amarillo","Amarillo","TX","Texas","Potter"
"Norwich","Norwich","CT","Connecticut","New London"
"Olympia","Olympia","WA","Washington","Thurston"
"Waterbury","Waterbury","CT","Connecticut","New Haven"
"Salinas","Salinas","CA","California","Monterey"
"Huntington","Huntington","WV","West Virginia","Cabell"
"Huntington Beach","Huntington Beach","CA","California","Orange"
"Clarksville","Clarksville","TN","Tennessee","Montgomery"
"Santa Barbara","Santa Barbara","CA","California","Santa Barbara"
"Glendale","Glendale","CA","California","Los Angeles"
"Sunrise Manor","Sunrise Manor","NV","Nevada","Clark"
"Grand Prairie","Grand Prairie","TX","Texas","Dallas"
"Overland Park","Overland Park","KS","Kansas","Johnson"
"Hagerstown","Hagerstown","MD","Maryland","Washington"
"Nampa","Nampa","ID","Idaho","Canyon"
"Gastonia","Gastonia","NC","North Carolina","Gaston"
"Frisco","Frisco","TX","Texas","Collin"
"Cedar Rapids","Cedar Rapids","IA","Iowa","Linn"
"Hemet","Hemet","CA","California","Riverside"
"Paradise","Paradise","NV","Nevada","Clark"
"Sioux Falls","Sioux Falls","SD","South Dakota","Minnehaha"
"Vancouver","Vancouver","WA","Washington","Clark"
"Peoria","Peoria","AZ","Arizona","Maricopa"
"Waco","Waco","TX","Texas","McLennan"
"Lorain","Lorain","OH","Ohio","Lorain"
"Erie","Erie","PA","Pennsylvania","Erie"
"Newport News","Newport News","VA","Virginia","Newport News"
"Aurora","Aurora","IL","Illinois","Kane"
"Fort Lauderdale","Fort Lauderdale","FL","Florida","Broward"
"Vallejo","Vallejo","CA","California","Solano"
"Murfreesboro","Murfreesboro","TN","Tennessee","Rutherford"
"Spring Hill","Spring Hill","FL","Florida","Hernando"
"Tempe","Tempe","AZ","Arizona","Maricopa"
"High Point","High Point","NC","North Carolina","Guilford"
"Medford","Medford","OR","Oregon","Jackson"
"Danbury","Danbury","CT","Connecticut","Fairfield"
"Elk Grove","Elk Grove","CA","California","Sacramento"
"Ontario","Ontario","CA","California","San Bernardino"
"Frederick","Frederick","MD","Maryland","Frederick"
"Vero Beach South","Vero Beach South","FL","Florida","Indian River"
"Ocala","Ocala","FL","Florida","Marion"
"Oceanside","Oceanside","CA","California","San Diego"
"Rancho Cucamonga","Rancho Cucamonga","CA","California","San Bernardino"
"Garden Grove","Garden Grove","CA","California","Orange"
"Cary","Cary","NC","North Carolina","Wake"
"Pembroke Pines","Pembroke Pines","FL","Florida","Broward"
"Bayamón","Bayamon","PR","Puerto Rico","Bayamón"
"Palmdale","Palmdale","CA","California","Los Angeles"
"Manchester","Manchester","NH","New Hampshire","Hillsborough"
"Lafayette","Lafayette","IN","Indiana","Tippecanoe"
"Santa Cruz","Santa Cruz","CA","California","Santa Cruz"
"Marysville","Marysville","WA","Washington","Snohomish"
"Muskegon","Muskegon","MI","Michigan","Muskegon"
"Springfield","Springfield","IL","Illinois","Sangamon"
"Hayward","Hayward","CA","California","Alameda"
"New Bedford","New Bedford","MA","Massachusetts","Bristol"
"Alexandria","Alexandria","VA","Virginia","Alexandria"
"Paterson","Paterson","NJ","New Jersey","Passaic"
"Corona","Corona","CA","California","Riverside"
"Merced","Merced","CA","California","Merced"
"Warner Robins","Warner Robins","GA","Georgia","Houston"
"Port Arthur","Port Arthur","TX","Texas","Jefferson"
"Macon","Macon","GA","Georgia","Bibb"
"Kansas City","Kansas City","KS","Kansas","Wyandotte"
"Lakewood","Lakewood","CO","Colorado","Jefferson"
"Sunnyvale","Sunnyvale","CA","California","Santa Clara"
"Fredericksburg","Fredericksburg","VA","Virginia","Fredericksburg"
"Leesburg","Leesburg","FL","Florida","Lake"
"Champaign","Champaign","IL","Illinois","Champaign"
"Hollywood","Hollywood","FL","Florida","Broward"
"Pasadena","Pasadena","TX","Texas","Harris"
"Pomona","Pomona","CA","California","Los Angeles"
"Escondido","Escondido","CA","California","San Diego"
"Joliet","Joliet","IL","Illinois","Will"
"Lake Charles","Lake Charles","LA","Louisiana","Calcasieu"
"Mesquite","Mesquite","TX","Texas","Dallas"
"Mauldin","Mauldin","SC","South Carolina","Greenville"
"Panama City","Panama City","FL","Florida","Bay"
"Bellevue","Bellevue","WA","Washington","King"
"Naperville","Naperville","IL","Illinois","DuPage"
"Harlingen","Harlingen","TX","Texas","Cameron"
"Tuscaloosa","Tuscaloosa","AL","Alabama","Tuscaloosa"
"Elkhart","Elkhart","IN","Indiana","Elkhart"
"Torrance","Torrance","CA","California","Los Angeles"
"Binghamton","Binghamton","NY","New York","Broome"
"Houma","Houma","LA","Louisiana","Terrebonne"
"Topeka","Topeka","KS","Kansas","Shawnee"
"Roseville","Roseville","CA","California","Placer"
"Fairfield","Fairfield","CA","California","Solano"
"Tyler","Tyler","TX","Texas","Smith"
"Fullerton","Fullerton","CA","California","Orange"
"Pueblo","Pueblo","CO","Colorado","Pueblo"
"Athens","Athens","GA","Georgia","Clarke"
"Santa Maria","Santa Maria","CA","California","Santa Barbara"
"Surprise","Surprise","AZ","Arizona","Maricopa"
"Charleston","Charleston","WV","West Virginia","Kanawha"
"Las Cruces","Las Cruces","NM","New Mexico","Doña Ana"
"Metairie","Metairie","LA","Louisiana","Jefferson"
"Thornton","Thornton","CO","Colorado","Adams"
"Olathe","Olathe","KS","Kansas","Johnson"
"Carolina","Carolina","PR","Puerto Rico","Carolina"
"Gainesville","Gainesville","GA","Georgia","Hall"
"West Valley City","West Valley City","UT","Utah","Salt Lake"
"Orange","Orange","CA","California","Orange"
"Warren","Warren","MI","Michigan","Macomb"
"Pasadena","Pasadena","CA","California","Los Angeles"
"Beaumont","Beaumont","TX","Texas","Jefferson"
"Burlington","Burlington","NC","North Carolina","Alamance"
"Hampton","Hampton","VA","Virginia","Hampton"
"Columbia","Columbia","MO","Missouri","Boone"
"Yuma","Yuma","AZ","Arizona","Yuma"
"Elizabeth","Elizabeth","NJ","New Jersey","Union"
"Racine","Racine","WI","Wisconsin","Racine"
"Greeley","Greeley","CO","Colorado","Weld"
"Kent","Kent","WA","Washington","King"
"Stamford","Stamford","CT","Connecticut","Fairfield"
"Odessa","Odessa","TX","Texas","Ector"
"Bloomington","Bloomington","IL","Illinois","McLean"
"Miramar","Miramar","FL","Florida","Broward"
"Grand Junction","Grand Junction","CO","Colorado","Mesa"
"Sterling Heights","Sterling Heights","MI","Michigan","Macomb"
"Coral Springs","Coral Springs","FL","Florida","Broward"
"Johnson City","Johnson City","TN","Tennessee","Washington"
"Carrollton","Carrollton","TX","Texas","Dallas"
"Midland","Midland","TX","Texas","Midland"
"Yakima","Yakima","WA","Washington","Yakima"
"Bellingham","Bellingham","WA","Washington","Whatcom"
"Yuba City","Yuba City","CA","California","Sutter"
"South Lyon","South Lyon","MI","Michigan","Oakland"
"Santa Clara","Santa Clara","CA","California","Santa Clara"
"St. George","St. George","UT","Utah","Washington"
"Fort Smith","Fort Smith","AR","Arkansas","Sebastian"
"Simi Valley","Simi Valley","CA","California","Ventura"
"Dover","Dover","DE","Delaware","Kent"
"Norman","Norman","OK","Oklahoma","Cleveland"
"Abilene","Abilene","TX","Texas","Taylor"
"Billings","Billings","MT","Montana","Yellowstone"
"Ponce","Ponce","PR","Puerto Rico","Ponce"
"Lehigh Acres","Lehigh Acres","FL","Florida","Lee"
"St. Cloud","St. Cloud","MN","Minnesota","Stearns"
"Arecibo","Arecibo","PR","Puerto Rico","Arecibo"
"Kenosha","Kenosha","WI","Wisconsin","Kenosha"
"Greenville","Greenville","NC","North Carolina","Pitt"
"Arvada","Arvada","CO","Colorado","Jefferson"
"Pearland","Pearland","TX","Texas","Brazoria"
"Independence","Independence","MO","Missouri","Jackson"
"Texas City","Texas City","TX","Texas","Galveston"
"Redding","Redding","CA","California","Shasta"
"Lynchburg","Lynchburg","VA","Virginia","Lynchburg"
"Boulder","Boulder","CO","Colorado","Boulder"
"Iowa City","Iowa City","IA","Iowa","Johnson"
"Rochester","Rochester","MN","Minnesota","Olmsted"
"Berkeley","Berkeley","CA","California","Alameda"
"Waldorf","Waldorf","MD","Maryland","Charles"
"The Villages","The Villages","FL","Florida","Sumter"
"Duluth","Duluth","MN","Minnesota","St. Louis"
"East Los Angeles","East Los Angeles","CA","California","Los Angeles"
"Saginaw","Saginaw","MI","Michigan","Saginaw"
"Clovis","Clovis","CA","California","Fresno"
"Leominster","Leominster","MA","Massachusetts","Worcester"
"Round Rock","Round Rock","TX","Texas","Williamson"
"Monroe","Monroe","LA","Louisiana","Ouachita"
"Cambridge","Cambridge","MA","Massachusetts","Middlesex"
"Clearwater","Clearwater","FL","Florida","Pinellas"
"Seaside","Seaside","CA","California","Monterey"
"West Jordan","West Jordan","UT","Utah","Salt Lake"
"Richardson","Richardson","TX","Texas","Dallas"
"West Palm Beach","West Palm Beach","FL","Florida","Palm Beach"
"Temple","Temple","TX","Texas","Bell"
"Burlington","Burlington","VT","Vermont","Chittenden"
"Richmond","Richmond","CA","California","Contra Costa"
"Westminster","Westminster","CO","Colorado","Adams"
"Pottstown","Pottstown","PA","Pennsylvania","Montgomery"
"Brandon","Brandon","FL","Florida","Hillsborough"
"Rock Hill","Rock Hill","SC","South Carolina","York"
"Meridian","Meridian","ID","Idaho","Ada"
"Coeur d'Alene","Coeur d'Alene","ID","Idaho","Kootenai"
"Carlsbad","Carlsbad","CA","California","San Diego"
"Lowell","Lowell","MA","Massachusetts","Middlesex"
"Waterloo","Waterloo","IA","Iowa","Black Hawk"
"North Charleston","North Charleston","SC","South Carolina","Charleston"
"Gilroy","Gilroy","CA","California","Santa Clara"
"Downey","Downey","CA","California","Los Angeles"
"Gresham","Gresham","OR","Oregon","Multnomah"
"Elgin","Elgin","IL","Illinois","Kane"
"Utica","Utica","NY","New York","Oneida"
"Broken Arrow","Broken Arrow","OK","Oklahoma","Tulsa"
"Costa Mesa","Costa Mesa","CA","California","Orange"
"Chico","Chico","CA","California","Butte"
"Sioux City","Sioux City","IA","Iowa","Woodbury"
"League City","League City","TX","Texas","Galveston"
"Miami Gardens","Miami Gardens","FL","Florida","Miami-Dade"
"Pompano Beach","Pompano Beach","FL","Florida","Broward"
"San Buenaventura","San Buenaventura","CA","California","Ventura"
"Everett","Everett","WA","Washington","Snohomish"
"El Centro","El Centro","CA","California","Imperial"
"Sugar Land","Sugar Land","TX","Texas","Fort Bend"
"El Monte","El Monte","CA","California","Los Angeles"
"Lewisville","Lewisville","TX","Texas","Denton"
"West Covina","West Covina","CA","California","Los Angeles"
"Temecula","Temecula","CA","California","Riverside"
"Bend","Bend","OR","Oregon","Deschutes"
"Salisbury","Salisbury","MD","Maryland","Wicomico"
"Jacksonville","Jacksonville","NC","North Carolina","Onslow"
"Inglewood","Inglewood","CA","California","Los Angeles"
"Dearborn","Dearborn","MI","Michigan","Wayne"
"Centennial","Centennial","CO","Colorado","Arapahoe"
"Burbank","Burbank","CA","California","Los Angeles"
"Sparks","Sparks","NV","Nevada","Washoe"
"Sandy Springs","Sandy Springs","GA","Georgia","Fulton"
"Bloomington","Bloomington","IN","Indiana","Monroe"
"Logan","Logan","UT","Utah","Cache"
"Kailua","Kailua","HI","Hawaii","Honolulu"
"El Cajon","El Cajon","CA","California","San Diego"
"Hillsboro","Hillsboro","OR","Oregon","Washington"
"South Fulton","South Fulton","GA","Georgia","Fulton"
"Renton","Renton","WA","Washington","King"
"Mandeville","Mandeville","LA","Louisiana","St. Tammany"
"San Mateo","San Mateo","CA","California","San Mateo"
"Columbia","Columbia","MD","Maryland","Howard"
"Daly City","Daly City","CA","California","San Mateo"
"Davie","Davie","FL","Florida","Broward"
"Jurupa Valley","Jurupa Valley","CA","California","Riverside"
"Brockton","Brockton","MA","Massachusetts","Plymouth"
"Longmont","Longmont","CO","Colorado","Boulder"
"Rialto","Rialto","CA","California","San Bernardino"
"San Germán","San German","PR","Puerto Rico","San Germán"
"Eau Claire","Eau Claire","WI","Wisconsin","Eau Claire"
"Turlock","Turlock","CA","California","Stanislaus"
"Norwalk","Norwalk","CA","California","Los Angeles"
"Highlands Ranch","Highlands Ranch","CO","Colorado","Douglas"
"Allen","Allen","TX","Texas","Collin"
"Wichita Falls","Wichita Falls","TX","Texas","Wichita"
"Rio Rancho","Rio Rancho","NM","New Mexico","Sandoval"
"Vacaville","Vacaville","CA","California","Solano"
"Spokane Valley","Spokane Valley","WA","Washington","Spokane"
"Charlottesville","Charlottesville","VA","Virginia","Charlottesville"
"Idaho Falls","Idaho Falls","ID","Idaho","Bonneville"
"Menifee","Menifee","CA","California","Riverside"
"Lee's Summit","Lee's Summit","MO","Missouri","Jackson"
"Quincy","Quincy","MA","Massachusetts","Norfolk"
"San Angelo","San Angelo","TX","Texas","Tom Green"
"Lynn","Lynn","MA","Massachusetts","Essex"
"Holland","Holland","MI","Michigan","Ottawa"
"Federal Way","Federal Way","WA","Washington","King"
"Manteca","Manteca","CA","California","San Joaquin"
"Lafayette","Lafayette","CO","Colorado","Boulder"
"Santa Fe","Santa Fe","NM","New Mexico","Santa Fe"
"Hesperia","Hesperia","CA","California","San Bernardino"
"La Crosse","La Crosse","WI","Wisconsin","La Crosse"
"Riverview","Riverview","FL","Florida","Hillsborough"
"Kingsport","Kingsport","TN","Tennessee","Sullivan"
"Edinburg","Edinburg","TX","Texas","Hidalgo"
"Vista","Vista","CA","California","San Diego"
"Bowling Green","Bowling Green","KY","Kentucky","Warren"
"Carmel","Carmel","IN","Indiana","Hamilton"
"Longview","Longview","TX","Texas","Gregg"
"Tracy","Tracy","CA","California","San Joaquin"
"Prescott Valley","Prescott Valley","AZ","Arizona","Yavapai"
"Beaverton","Beaverton","OR","Oregon","Washington"
"Portsmouth","Portsmouth","NH","New Hampshire","Rockingham"
"Portsmouth","Portsmouth","VA","Virginia","Portsmouth"
"Fishers","Fishers","IN","Indiana","Hamilton"
"Orem","Orem","UT","Utah","Utah"
"Sandy","Sandy","UT","Utah","Salt Lake"
"Sunrise","Sunrise","FL","Florida","Broward"
"San Tan Valley","San Tan Valley","AZ","Arizona","Pinal"
"Compton","Compton","CA","California","Los Angeles"
"Arden-Arcade","Arden-Arcade","CA","California","Sacramento"
"Hanford","Hanford","CA","California","Kings"
"Boca Raton","Boca Raton","FL","Florida","Palm Beach"
"Middletown","Middletown","OH","Ohio","Butler"
"Livonia","Livonia","MI","Michigan","Wayne"
"Carson","Carson","CA","California","Los Angeles"
"Lawrence","Lawrence","KS","Kansas","Douglas"
"Slidell","Slidell","LA","Louisiana","St. Tammany"
"Blacksburg","Blacksburg","VA","Virginia","Montgomery"
"San Marcos","San Marcos","CA","California","San Diego"
"Goodyear","Goodyear","AZ","Arizona","Maricopa"
"Edmond","Edmond","OK","Oklahoma","Oklahoma"
"Mayagüez","Mayaguez","PR","Puerto Rico","Mayagüez"
"Fall River","Fall River","MA","Massachusetts","Bristol"
"South Gate","South Gate","CA","California","Los Angeles"
"Suffolk","Suffolk","VA","Virginia","Suffolk"
"Terre Haute","Terre Haute","IN","Indiana","Vigo"
"Missoula","Missoula","MT","Montana","Missoula"
"Santa Monica","Santa Monica","CA","California","Los Angeles"
"Roswell","Roswell","GA","Georgia","Fulton"
"Vineland","Vineland","NJ","New Jersey","Cumberland"
"Plantation","Plantation","FL","Florida","Broward"
"Alafaya","Alafaya","FL","Florida","Orange"
"Kirkland","Kirkland","WA","Washington","King"
"Hoover","Hoover","AL","Alabama","Jefferson"
"Westminster","Westminster","CA","California","Orange"
"Lawton","Lawton","OK","Oklahoma","Comanche"
"San Leandro","San Leandro","CA","California","Alameda"
"Auburn","Auburn","AL","Alabama","Lee"
"Norwalk","Norwalk","CT","Connecticut","Fairfield"
"O'Fallon","O'Fallon","MO","Missouri","St. Charles"
"Chino","Chino","CA","California","San Bernardino"
"Germantown","Germantown","MD","Maryland","Montgomery"
"Dover","Dover","NH","New Hampshire","Strafford"
"Bismarck","Bismarck","ND","North Dakota","Burleigh"
